entity,thumbnail_url
http://dbpedia.org/resource/Afrobeat,http://commons.wikimedia.org/wiki/Special:FilePath/Sean_Kuti_&_Egypt_80_at_NH7_Weekender.jpg?width=300
http://dbpedia.org/resource/Atlanta,http://commons.wikimedia.org/wiki/Special:FilePath/Atlanta_Montage_2018.png?width=300
"http://dbpedia.org/resource/Alexandria,_Louisiana",http://commons.wikimedia.org/wiki/Special:FilePath/AlexandriaLA_Skyline.jpg?width=300
http://dbpedia.org/resource/Bill_Clinton,http://commons.wikimedia.org/wiki/Special:FilePath/Bill_Clinton.jpg?width=300
http://dbpedia.org/resource/Blues,http://commons.wikimedia.org/wiki/Special:FilePath/MaRainey.jpg?width=300
http://dbpedia.org/resource/Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Belgium.svg?width=300
http://dbpedia.org/resource/Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300
http://dbpedia.org/resource/Britney_Spears,http://commons.wikimedia.org/wiki/Special:FilePath/Britney_Spears_2013_(Straighten_Crop).jpg?width=300
http://dbpedia.org/resource/Berlin-turkish.com,
http://dbpedia.org/resource/Bonn,"http://commons.wikimedia.org/wiki/Special:FilePath/Bonn-Bundesviertel,_Luftaufnahme_2010.jpg?width=300"
http://dbpedia.org/resource/The_Bronx,http://commons.wikimedia.org/wiki/Special:FilePath/Yankee_Stadium_001.jpg?width=300
http://dbpedia.org/resource/Gautama_Buddha,
http://dbpedia.org/resource/Baruch_Spinoza,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous_-_Portret_van_Baruch_de_Spinoza_-_MB01920_-_Jewish_Museum.jpg?width=300
http://dbpedia.org/resource/British_Columbia,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_British_Columbia.svg?width=300
http://dbpedia.org/resource/Bulgaria,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bulgaria.svg?width=300
http://dbpedia.org/resource/The_Bahamas,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Bahamas.svg?width=300
http://dbpedia.org/resource/Bangladesh,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bangladesh.svg?width=300
http://dbpedia.org/resource/Barbados,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Barbados.svg?width=300
http://dbpedia.org/resource/Benin,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Benin.svg?width=300
http://dbpedia.org/resource/Belize,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Belize.svg?width=300
http://dbpedia.org/resource/Belarus,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Belarus.svg?width=300
http://dbpedia.org/resource/Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bolivia_(state).svg?width=300
http://dbpedia.org/resource/Brunei,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Brunei.svg?width=300
http://dbpedia.org/resource/Bermuda,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bermuda.svg?width=300
http://dbpedia.org/resource/Bosnia_and_Herzegovina,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bosnia_and_Herzegovina.svg?width=300
http://dbpedia.org/resource/Burkina_Faso,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Burkina_Faso.svg?width=300
http://dbpedia.org/resource/British_Virgin_Islands,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_British_Virgin_Islands.svg?width=300
http://dbpedia.org/resource/Bernard_Montgomery,"http://commons.wikimedia.org/wiki/Special:FilePath/General_Sir_Bernard_Montgomery_in_England,_1943_TR1037_(cropped).jpg?width=300"
http://dbpedia.org/resource/Blue_Velvet_(film),http://commons.wikimedia.org/wiki/Special:FilePath/Blue_Velvet_(1986).png?width=300
http://dbpedia.org/resource/Basketball,"http://commons.wikimedia.org/wiki/Special:FilePath/Carter_vs_Gasol,_Lakers_vs_Magic.jpg?width=300"
http://dbpedia.org/resource/Blazing_Saddles,http://commons.wikimedia.org/wiki/Special:FilePath/blazing_saddles_movie_poster.jpg?width=300
http://dbpedia.org/resource/Baseball,http://commons.wikimedia.org/wiki/Special:FilePath/Mookie_Betts_hitting_the_ball_(36478781664).jpg?width=300
http://dbpedia.org/resource/Bruce_Sterling,http://commons.wikimedia.org/wiki/Special:FilePath/Brucesterling.jpg?width=300
http://dbpedia.org/resource/Brussels,http://commons.wikimedia.org/wiki/Special:FilePath/Brussels_Skyline_(cropped).jpg?width=300
http://dbpedia.org/resource/Bhangra_(music),http://commons.wikimedia.org/wiki/Special:FilePath/MissPooja2.jpg?width=300
http://dbpedia.org/resource/Blade_Runner,http://commons.wikimedia.org/wiki/Special:FilePath/Blade_Runner_(1982_poster).png?width=300
http://dbpedia.org/resource/Beastie_Boys,http://commons.wikimedia.org/wiki/Special:FilePath/Beastie_Boys_2009_(6184423405).jpg?width=300
http://dbpedia.org/resource/Brandenburg,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Brandenburg.svg?width=300
http://dbpedia.org/resource/Bavaria,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bavaria_(striped).svg?width=300
http://dbpedia.org/resource/Benny_Andersson,http://commons.wikimedia.org/wiki/Special:FilePath/Benny_Andersson_2013.jpg?width=300
http://dbpedia.org/resource/British_Isles,http://commons.wikimedia.org/wiki/Special:FilePath/MODIS_-_Great_Britain_and_Ireland_-_2012-06-04_during_heat_wave.jpg?width=300
http://dbpedia.org/resource/Baptists,http://commons.wikimedia.org/wiki/Special:FilePath/John-Smyth.png?width=300
"http://dbpedia.org/resource/Abraham_""Bram""_Stoker",
"http://dbpedia.org/resource/Buffalo,_New_York",http://commons.wikimedia.org/wiki/Special:FilePath/Buffalo_Skyline_from_Drone_1_(cropped).jpg?width=300
http://dbpedia.org/resource/Benjamin_Franklin,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Siffrein_Duplessis_-_Benjamin_Franklin_-_Google_Art_Project.jpg?width=300
http://dbpedia.org/resource/Bing_Crosby,http://commons.wikimedia.org/wiki/Special:FilePath/Bing_Crosby_Paramount_Pictures.jpg?width=300
http://dbpedia.org/resource/National_Baseball_Hall_of_Fame_and_Museum,http://commons.wikimedia.org/wiki/Special:FilePath/National_Baseball_Hall_of_Fame_and_Museum_logo.svg?width=300
http://dbpedia.org/resource/Blythe_Danner,http://commons.wikimedia.org/wiki/Special:FilePath/Blythe_Danner_2.jpg?width=300
http://dbpedia.org/resource/Bordeaux,http://commons.wikimedia.org/wiki/Special:FilePath/Place_de_la_bourse.jpg?width=300
http://dbpedia.org/resource/Bulgarian_language,http://commons.wikimedia.org/wiki/Special:FilePath/Distribution_of_Bulgarian_Speakers.png?width=300
http://dbpedia.org/resource/Bali,http://commons.wikimedia.org/wiki/Special:FilePath/Bali_in_Indonesia_(special_marker).svg?width=300
http://dbpedia.org/resource/Brown_University,http://commons.wikimedia.org/wiki/Special:FilePath/Brown_University_coat_of_arms.svg?width=300
http://dbpedia.org/resource/Bertrand_Russell,http://commons.wikimedia.org/wiki/Special:FilePath/Bertrand_Russell_1957.jpg?width=300
http://dbpedia.org/resource/Brian_De_Palma,http://commons.wikimedia.org/wiki/Special:FilePath/Brian_De_Palma_Deauville_2011.jpg?width=300
http://dbpedia.org/resource/Barry_Lyndon,http://commons.wikimedia.org/wiki/Special:FilePath/Barry_Lyndon_A.jpg?width=300
http://dbpedia.org/resource/Barnard_College,"http://commons.wikimedia.org/wiki/Special:FilePath/Formal_Seal_of_Barnard_College,_New_York_City,_USA.svg?width=300"
http://dbpedia.org/resource/Baltimore_Ravens,http://commons.wikimedia.org/wiki/Special:FilePath/Baltimore_Ravens_wordmark.svg?width=300
http://dbpedia.org/resource/Black_Sabbath,http://commons.wikimedia.org/wiki/Special:FilePath/sabs.jpg?width=300
http://dbpedia.org/resource/Buffalo_Bills,http://commons.wikimedia.org/wiki/Special:FilePath/Buffalo_Bills_wordmark.svg?width=300
http://dbpedia.org/resource/Batman,http://commons.wikimedia.org/wiki/Special:FilePath/Batman_Infobox.jpg?width=300
http://dbpedia.org/resource/Boston_Red_Sox,http://commons.wikimedia.org/wiki/Special:FilePath/RedSoxPrimary_HangingSocks.svg?width=300
http://dbpedia.org/resource/Bohemia,http://commons.wikimedia.org/wiki/Special:FilePath/Karlstejn_castle_Czech_Republic.jpg?width=300
http://dbpedia.org/resource/Burt_Lancaster,http://commons.wikimedia.org/wiki/Special:FilePath/Burt_Lancaster_-_publicity_1947.jpg?width=300
http://dbpedia.org/resource/The_Beach_Boys,"http://commons.wikimedia.org/wiki/Special:FilePath/The_Beach_Boys,_May_29,_2012.jpg?width=300"
http://dbpedia.org/resource/Baghdad,http://commons.wikimedia.org/wiki/Special:FilePath/5628442718_b10fc2c47f_o.jpg?width=300
http://dbpedia.org/resource/Liberal_Party_(UK),http://commons.wikimedia.org/wiki/Special:FilePath/Liberal_Party_logo_(pre1988).png?width=300
http://dbpedia.org/resource/Barcelona,http://commons.wikimedia.org/wiki/Special:FilePath/Barcelona_collage.jpg?width=300
http://dbpedia.org/resource/Bristol_City_F.C.,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol_City_crest.svg?width=300
http://dbpedia.org/resource/Billy_Bob_Thornton,http://commons.wikimedia.org/wiki/Special:FilePath/Billy_Bob_Thornton_2017_(cropped).jpg?width=300
http://dbpedia.org/resource/Baku,http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Baku_2019.jpg?width=300
http://dbpedia.org/resource/Braveheart,http://commons.wikimedia.org/wiki/Special:FilePath/Braveheart_imp.jpg?width=300
http://dbpedia.org/resource/Boeing_747,http://commons.wikimedia.org/wiki/Special:FilePath/B-747_Iberia.jpg?width=300
http://dbpedia.org/resource/Billy_Crystal,http://commons.wikimedia.org/wiki/Special:FilePath/Billy_Crystal_by_Gage_Skidmore.jpg?width=300
http://dbpedia.org/resource/Boy_band,http://commons.wikimedia.org/wiki/Special:FilePath/The-Osmonds.jpg?width=300
http://dbpedia.org/resource/Bruce_Campbell,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce_Campbell_2014_Phoenix_Comicon_(cropped).jpg?width=300
"http://dbpedia.org/resource/Balochistan,_Pakistan",http://commons.wikimedia.org/wiki/Special:FilePath/Quaid-e-Azam_Residancy_Ziarat_Balochistan_by_Balochlens.jpg?width=300
http://dbpedia.org/resource/British_Empire,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Great_Britain_(1707-1800).svg?width=300
http://dbpedia.org/resource/Batman_Forever,http://commons.wikimedia.org/wiki/Special:FilePath/Batman_Forever_poster.png?width=300
http://dbpedia.org/resource/Batman_(1989_film),http://commons.wikimedia.org/wiki/Special:FilePath/Batman_ver2.jpg?width=300
http://dbpedia.org/resource/Batman_Returns,http://commons.wikimedia.org/wiki/Special:FilePath/Batman_returns_poster2.jpg?width=300
http://dbpedia.org/resource/Batman_&_Robin_(film),http://commons.wikimedia.org/wiki/Special:FilePath/Batman_&_Robin_poster.jpg?width=300
http://dbpedia.org/resource/Bob_Jones_University,http://commons.wikimedia.org/wiki/Special:FilePath/Bob_Jones_University_logo_(adopted_2013).png?width=300
"http://dbpedia.org/resource/Berkeley,_California",http://commons.wikimedia.org/wiki/Special:FilePath/Berkeley_cityscape.jpg?width=300
http://dbpedia.org/resource/Black_metal,http://commons.wikimedia.org/wiki/Special:FilePath/Gorgoroth_I.jpg?width=300
http://dbpedia.org/resource/Blizzard_Entertainment,http://commons.wikimedia.org/wiki/Special:FilePath/Blizzard_Entertainment_Logo_2015.svg?width=300
http://dbpedia.org/resource/Babylon_5,http://commons.wikimedia.org/wiki/Special:FilePath/Smb5-s4.jpg?width=300
http://dbpedia.org/resource/British_Army,http://commons.wikimedia.org/wiki/Special:FilePath/British_Army_crest.svg?width=300
http://dbpedia.org/resource/Basel,http://commons.wikimedia.org/wiki/Special:FilePath/Basel_Swiss.png?width=300
http://dbpedia.org/resource/Bronze_Star_Medal,http://commons.wikimedia.org/wiki/Special:FilePath/Bronze_Star_medal.jpg?width=300
http://dbpedia.org/resource/Ballarat,http://commons.wikimedia.org/wiki/Special:FilePath/Aerialviewgardens.jpg?width=300
http://dbpedia.org/resource/Bo_Diddley,http://commons.wikimedia.org/wiki/Special:FilePath/Bo_Diddley_(1957_publicity_portrait).jpg?width=300
http://dbpedia.org/resource/Bela_Lugosi,http://commons.wikimedia.org/wiki/Special:FilePath/Lugosi_Béla_fortepan_14652_(cropped).jpg?width=300
http://dbpedia.org/resource/Belfast,http://commons.wikimedia.org/wiki/Special:FilePath/Wikibelfast1.jpg?width=300
http://dbpedia.org/resource/Charlize_Theron,http://commons.wikimedia.org/wiki/Special:FilePath/Charlize-theron-IMG_6045.jpg?width=300
http://dbpedia.org/resource/Chess,http://commons.wikimedia.org/wiki/Special:FilePath/ChessSet.jpg?width=300
http://dbpedia.org/resource/Copenhagen,http://commons.wikimedia.org/wiki/Special:FilePath/Christiansborg_fra_Nikolaj_Kirken.jpg?width=300
http://dbpedia.org/resource/Charlie_Chaplin,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie_Chaplin_portrait.jpg?width=300
http://dbpedia.org/resource/Christianity,http://commons.wikimedia.org/wiki/Special:FilePath/The_Church_of_the_Holy_Sepulchre-Jerusalem.jpg?width=300
http://dbpedia.org/resource/Case_sensitivity,
http://dbpedia.org/resource/Citizen_Kane,"http://commons.wikimedia.org/wiki/Special:FilePath/Citizen_Kane_poster,_1941_(Style_B,_unrestored).jpg?width=300"
http://dbpedia.org/resource/Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg?width=300
http://dbpedia.org/resource/Country_music,http://commons.wikimedia.org/wiki/Special:FilePath/Vernon_Dalhart_01.jpg?width=300
http://dbpedia.org/resource/Computer_science,http://commons.wikimedia.org/wiki/Special:FilePath/Lambda_calculus-Church_numerals.png?width=300
"http://dbpedia.org/resource/Crouching_Tiger,_Hidden_Dragon","http://commons.wikimedia.org/wiki/Special:FilePath/Crouching_Tiger,_Hidden_Dragon_(Chinese_poster).png?width=300"
http://dbpedia.org/resource/Czechoslovakia,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Habsburg_Monarchy.svg?width=300
http://dbpedia.org/resource/Czech_Republic,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Czech_Republic.svg?width=300
