entity,short_name
http://dbpedia.org/resource/D._W._Griffith,D. W. Griffith
http://dbpedia.org/resource/David_Cronenberg,David Cronenberg
http://dbpedia.org/resource/Drew_Barrymore,Drew Barrymore
http://dbpedia.org/resource/David_Lynch,David Lynch
http://dbpedia.org/resource/Dalton_Trumbo,Dalton Trumbo
http://dbpedia.org/resource/Delaware,Delaware
http://dbpedia.org/resource/David_Hume,David Hume
http://dbpedia.org/resource/Digital_Equipment_Corporation,Digital Equipment Corporation
http://dbpedia.org/resource/Disco,Disco
http://dbpedia.org/resource/David_Fincher,David Fincher
http://dbpedia.org/resource/Dominican_Republic,Dominican Republic
http://dbpedia.org/resource/Douglas_Adams,Douglas Adams
http://dbpedia.org/resource/Dr._Dre,Dr. Dre
http://dbpedia.org/resource/Drum_and_bass,Drum and bass
http://dbpedia.org/resource/Dave_Grohl,Dave Grohl
http://dbpedia.org/resource/Denver_Broncos,Denver Broncos
http://dbpedia.org/resource/Dallas_Cowboys,Dallas Cowboys
http://dbpedia.org/resource/Dante_Alighieri,Dante Alighieri
http://dbpedia.org/resource/Dave_Brubeck,Dave Brubeck
http://dbpedia.org/resource/Devonians,Devonians
http://dbpedia.org/resource/Dwight_D._Eisenhower,Dwight D. Eisenhower
http://dbpedia.org/resource/Death_metal,Death metal
http://dbpedia.org/resource/Danish_language,Danish language
"http://dbpedia.org/resource/Dayton,_Ohio","Dayton, Ohio"
http://dbpedia.org/resource/Drexel_University,Drexel University
http://dbpedia.org/resource/Doris_Day,Doris Day
http://dbpedia.org/resource/David_Hilbert,David Hilbert
http://dbpedia.org/resource/Delft,Delft
http://dbpedia.org/resource/Delroy_Lindo,Delroy Lindo
http://dbpedia.org/resource/David_Mamet,David Mamet
http://dbpedia.org/resource/David_Letterman,David Letterman
http://dbpedia.org/resource/Danny_Elfman,Danny Elfman
http://dbpedia.org/resource/David_Angell,David Angell
http://dbpedia.org/resource/Dartmouth_College,Dartmouth College
"http://dbpedia.org/resource/Darwin,_Northern_Territory","Darwin, Northern Territory"
http://dbpedia.org/resource/Dublin,Dublin
http://dbpedia.org/resource/Denver,Denver
"http://dbpedia.org/resource/Arthur_Wellesley,_1st_Duke_of_Wellington","Arthur Wellesley, 1st Duke of Wellington"
http://dbpedia.org/resource/Dressed_to_Kill_(1980_film),Dressed to Kill (1980 film)
http://dbpedia.org/resource/Depeche_Mode,Depeche Mode
http://dbpedia.org/resource/Detroit_Lions,Detroit Lions
"http://dbpedia.org/resource/Davenport,_Iowa","Davenport, Iowa"
http://dbpedia.org/resource/David_Beckham,David Beckham
http://dbpedia.org/resource/Dalhousie_University,Dalhousie University
http://dbpedia.org/resource/Detroit,Detroit
http://dbpedia.org/resource/Dr._Strangelove,Dr. Strangelove
http://dbpedia.org/resource/Double_bass,Double bass
http://dbpedia.org/resource/Dundee,Dundee
"http://dbpedia.org/resource/Theodor_""Dr._Seuss""_Geisel","Theodor ""Dr. Seuss"" Geisel"
http://dbpedia.org/resource/Dennis_Hopper,Dennis Hopper
http://dbpedia.org/resource/David_Bowie,David Bowie
http://dbpedia.org/resource/Detroit_Red_Wings,Detroit Red Wings
http://dbpedia.org/resource/Dan_Simmons,Dan Simmons
http://dbpedia.org/resource/Denis_Leary,Denis Leary
http://dbpedia.org/resource/Dean_Koontz,Dean Koontz
http://dbpedia.org/resource/Damascus,Damascus
http://dbpedia.org/resource/Derry,Derry
http://dbpedia.org/resource/DC_Comics,DC Comics
"http://dbpedia.org/resource/Davis,_California","Davis, California"
http://dbpedia.org/resource/Danny_Kaye,Danny Kaye
http://dbpedia.org/resource/Das_Boot,Das Boot
http://dbpedia.org/resource/Devo,Devo
http://dbpedia.org/resource/Europe,Europe
http://dbpedia.org/resource/English_Channel,English Channel
"http://dbpedia.org/resource/Des_Moines,_Iowa","Des Moines, Iowa"
http://dbpedia.org/resource/Pedagogy,Pedagogy
http://dbpedia.org/resource/England,England
http://dbpedia.org/resource/Ecuador,Ecuador
http://dbpedia.org/resource/Salvadorans,Salvadorans
http://dbpedia.org/resource/Equatorial_Guinea,Equatorial Guinea
http://dbpedia.org/resource/Elvis_Presley,Elvis Presley
http://dbpedia.org/resource/Eindhoven,Eindhoven
http://dbpedia.org/resource/Ernest_Hemingway,Ernest Hemingway
http://dbpedia.org/resource/Enya,Enya
http://dbpedia.org/resource/Erfurt,Erfurt
http://dbpedia.org/resource/Edgar_Allan_Poe,Edgar Allan Poe
http://dbpedia.org/resource/Edmund_Husserl,Edmund Husserl
http://dbpedia.org/resource/Existentialism,Existentialism
http://dbpedia.org/resource/Edgar_Rice_Burroughs,Edgar Rice Burroughs
http://dbpedia.org/resource/Edinburgh,Edinburgh
"http://dbpedia.org/resource/Eugene,_Oregon","Eugene, Oregon"
http://dbpedia.org/resource/Ernest_Rutherford,Ernest Rutherford
http://dbpedia.org/resource/East_River,East River
http://dbpedia.org/resource/English_Civil_War,English Civil War
http://dbpedia.org/resource/Empire_State_Building,Empire State Building
http://dbpedia.org/resource/JavaScript,JavaScript
http://dbpedia.org/resource/Eyes_Wide_Shut,Eyes Wide Shut
http://dbpedia.org/resource/EastEnders,EastEnders
http://dbpedia.org/resource/Electronic_musical_instrument,Electronic musical instrument
http://dbpedia.org/resource/Ethanol,Ethanol
http://dbpedia.org/resource/Eric_Clapton,Eric Clapton
http://dbpedia.org/resource/Eastern_Orthodox_Church,Eastern Orthodox Church
http://dbpedia.org/resource/Ennio_Morricone,Ennio Morricone
http://dbpedia.org/resource/Enrico_Fermi,Enrico Fermi
http://dbpedia.org/resource/Eli_Wallach,Eli Wallach
http://dbpedia.org/resource/Espionage,Espionage
http://dbpedia.org/resource/Electric_Light_Orchestra,Electric Light Orchestra
http://dbpedia.org/resource/Epilepsy,Epilepsy
http://dbpedia.org/resource/Frank_Zappa,Frank Zappa
http://dbpedia.org/resource/Frank_Lloyd_Wright,Frank Lloyd Wright
http://dbpedia.org/resource/Friedrich_Nietzsche,Friedrich Nietzsche
http://dbpedia.org/resource/Funk,Funk
http://dbpedia.org/resource/Fiji,Fiji
http://dbpedia.org/resource/Francis_Ford_Coppola,Francis Ford Coppola
http://dbpedia.org/resource/Elvis_Costello,Elvis Costello
http://dbpedia.org/resource/First_National_Pictures,First National Pictures
http://dbpedia.org/resource/French_language,French language
http://dbpedia.org/resource/Folk_music,Folk music
http://dbpedia.org/resource/Fredericton,Fredericton
http://dbpedia.org/resource/French_Polynesia,French Polynesia
http://dbpedia.org/resource/Finland,Finland
http://dbpedia.org/resource/Freestyle_music,Freestyle music
http://dbpedia.org/resource/Film_noir,Film noir
http://dbpedia.org/resource/Frank_Herbert,Frank Herbert
http://dbpedia.org/resource/Fritz_Leiber,Fritz Leiber
http://dbpedia.org/resource/Franz_Kafka,Franz Kafka
http://dbpedia.org/resource/Franklin_D._Roosevelt,Franklin D. Roosevelt
http://dbpedia.org/resource/Frankfurt,Frankfurt
http://dbpedia.org/resource/Fox_News_Channel,Fox News Channel
http://dbpedia.org/resource/French_Revolution,French Revolution
http://dbpedia.org/resource/Frank_Sinatra,Frank Sinatra
http://dbpedia.org/resource/Four_Weddings_and_a_Funeral,Four Weddings and a Funeral
http://dbpedia.org/resource/Final_Fantasy:_The_Spirits_Within,Final Fantasy: The Spirits Within
"http://dbpedia.org/resource/Fort_Wayne,_Indiana","Fort Wayne, Indiana"
http://dbpedia.org/resource/Fulham_F.C.,Fulham F.C.
http://dbpedia.org/resource/Fine_Gael,Fine Gael
http://dbpedia.org/resource/Friesland,Friesland
http://dbpedia.org/resource/Friends,Friends
http://dbpedia.org/resource/Francis_Bacon,Francis Bacon
http://dbpedia.org/resource/Frank_Capra,Frank Capra
http://dbpedia.org/resource/Federated_States_of_Micronesia,Federated States of Micronesia
http://dbpedia.org/resource/Florentine_biscuit,Florentine biscuit
"http://dbpedia.org/resource/Fort_Collins,_Colorado","Fort Collins, Colorado"
http://dbpedia.org/resource/Falklands_War,Falklands War
http://dbpedia.org/resource/Fyodor_Dostoyevsky,Fyodor Dostoyevsky
http://dbpedia.org/resource/Persian_language,Persian language
http://dbpedia.org/resource/Fritz_Lang,Fritz Lang
http://dbpedia.org/resource/Friedrich_Hayek,Friedrich Hayek
http://dbpedia.org/resource/Frasier,Frasier
http://dbpedia.org/resource/Full_Metal_Jacket,Full Metal Jacket
http://dbpedia.org/resource/Frederik_Pohl,Frederik Pohl
http://dbpedia.org/resource/Federico_Fellini,Federico Fellini
http://dbpedia.org/resource/German_language,German language
http://dbpedia.org/resource/Guatemala_City,Guatemala City
http://dbpedia.org/resource/Greek_language,Greek language
http://dbpedia.org/resource/George_Orwell,George Orwell
http://dbpedia.org/resource/Guitar,Guitar
http://dbpedia.org/resource/George_Lucas,George Lucas
http://dbpedia.org/resource/Gothenburg,Gothenburg
http://dbpedia.org/resource/Guam,Guam
http://dbpedia.org/resource/George_H._W._Bush,George H. W. Bush
http://dbpedia.org/resource/George_Washington,George Washington
http://dbpedia.org/resource/Fleetwood_Mac,Fleetwood Mac
http://dbpedia.org/resource/Germany,Germany
http://dbpedia.org/resource/Greenland,Greenland
http://dbpedia.org/resource/Greece,Greece
http://dbpedia.org/resource/General_Motors,General Motors
http://dbpedia.org/resource/Ghana,Ghana
http://dbpedia.org/resource/Gabon,Gabon
http://dbpedia.org/resource/Golden_Gate_Bridge,Golden Gate Bridge
http://dbpedia.org/resource/Guinea,Guinea
http://dbpedia.org/resource/Guinea-Bissau,Guinea-Bissau
http://dbpedia.org/resource/Guernsey,Guernsey
http://dbpedia.org/resource/Gangsta_rap,Gangsta rap
http://dbpedia.org/resource/Gene_Kelly,Gene Kelly
http://dbpedia.org/resource/Garth_Brooks,Garth Brooks
http://dbpedia.org/resource/Alliance_'90/The_Greens,The Greens
http://dbpedia.org/resource/George_R._R._Martin,George R. R. Martin
http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz,Gottfried Wilhelm Leibniz
http://dbpedia.org/resource/Gustave_Flaubert,Gustave Flaubert
http://dbpedia.org/resource/G._K._Chesterton,G. K. Chesterton
http://dbpedia.org/resource/Ghent,Ghent
http://dbpedia.org/resource/Gioachino_Rossini,Gioachino Rossini
http://dbpedia.org/resource/Groucho_Marx,Groucho Marx
http://dbpedia.org/resource/Green,Green
http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel
http://dbpedia.org/resource/Grateful_Dead,Grateful Dead
http://dbpedia.org/resource/George_Mason_University,George Mason University
http://dbpedia.org/resource/Gene_Hackman,Gene Hackman
http://dbpedia.org/resource/Grover_Cleveland,Grover Cleveland
http://dbpedia.org/resource/Guangzhou,Guangzhou
http://dbpedia.org/resource/Geneva,Geneva
http://dbpedia.org/resource/Gilles_Deleuze,Gilles Deleuze
"http://dbpedia.org/resource/Gary,_Indiana","Gary, Indiana"
http://dbpedia.org/resource/Green_Bay_Packers,Green Bay Packers
http://dbpedia.org/resource/German_Empire,German Empire
http://dbpedia.org/resource/General_Electric,General Electric
http://dbpedia.org/resource/George_Cukor,George Cukor
